,Nr of publication,Element 1,C 1,Element 2,C 2,Element 3,C 3,Element 4,C 4,Element 5,C 5,Element 6,C 6,Element 7,C 7,Element 8,C 8,Potential Yield
862,280.0,F,75.0,Sr,25.0,,,,,,,,,,,,,13.488893276340727
863,280.0,Sr,33.299999237060554,La,66.69999694824219,,,,,,,,,,,,,13.185606994497286
864,280.0,F,25.60000038146973,Sr,12.899999618530273,La,61.5,,,,,,,,,,,13.947715499949942
865,281.0,Ca,93.6999969482422,Pb,6.300000190734862,,,,,,,,,,,,,9.47804292487802
866,282.0,Fe,100.0,,,,,,,,,,,,,,,5.357271646474755
867,282.0,Na,16.600000381469727,Cl,16.700000762939453,Fe,66.69999694824219,,,,,,,,,,,9.02780800594034
868,282.0,B,16.600000381469727,Na,13.899999618530273,Cl,13.899999618530273,Fe,55.599998474121094,,,,,,,,,11.237309170231793
869,283.0,Ag,100.0,,,,,,,,,,,,,,,7.094853083126441
870,283.0,Na,5.0,P,5.0,Ag,90.0,,,,,,,,,,,8.11297329108255
871,284.0,Ca,97.9000015258789,La,1.7999999523162842,Au,0.30000001192092896,,,,,,,,,,,9.83392035280535
872,285.0,Ca,50.0,Sr,16.700000762939453,La,33.299999237060554,,,,,,,,,,,13.266928235692044
873,285.0,Ca,66.69999694824219,La,33.299999237060554,,,,,,,,,,,,,11.582209753480235
874,285.0,Ca,62.0,Sr,4.699999809265137,La,33.299999237060554,,,,,,,,,,,12.416019435158637
875,286.0,Na,7.5,Ca,92.5,,,,,,,,,,,,,10.148216444359253
876,287.0,Ti,100.0,,,,,,,,,,,,,,,7.7314296726133644
877,287.0,Ti,90.0999984741211,Mn,9.899999618530273,,,,,,,,,,,,,9.553438342017076
878,287.0,Ti,90.0,Mn,9.300000190734863,La,0.699999988079071,,,,,,,,,,,8.632309252168495
879,287.0,Li,1.0,Ti,90.0,Mn,9.0,,,,,,,,,,,12.826602637836727
880,287.0,Li,1.0,Ti,90.0,Mn,8.300000190734862,La,0.699999988079071,,,,,,,,,14.35330874832417
881,288.0,Na,18.399999618530273,Si,78.69999694824219,V,1.7999999523162842,Mo,1.100000023841858,,,,,,,,,11.650376255808302
882,289.0,Si,96.5,Sr,3.5,,,,,,,,,,,,,5.849176349689355
883,289.0,Li,6.5999999046325675,Si,86.0,Sr,7.4000000953674325,,,,,,,,,,,7.660619485850169
884,290.0,Li,15.600000381469727,Mg,84.0999984741211,Ce,0.30000001192092896,,,,,,,,,,,14.732389783655456
885,290.0,Li,23.0,Mg,63.79999923706055,Ca,12.899999618530273,Ce,0.30000001192092896,,,,,,,,,14.270629958866163
886,291.0,Bi,100.0,,,,,,,,,,,,,,,9.098483132939352
887,291.0,Sm,4.0,Bi,96.0,,,,,,,,,,,,,9.44290022954385
888,291.0,Er,4.0,Bi,96.0,,,,,,,,,,,,,9.322054566442272
889,291.0,Lu,4.0,Bi,96.0,,,,,,,,,,,,,9.354618594221444
890,292.0,Si,97.0,W,3.0,,,,,,,,,,,,,7.357877387691381
891,292.0,Na,9.100000381469727,Si,86.4000015258789,W,4.5,,,,,,,,,,,11.997934956602286
892,292.0,Li,23.0,Si,73.19999694824219,W,3.7999999523162837,,,,,,,,,,,9.996011673813236
893,293.0,Na,15.800000190734865,Si,76.30000305175781,W,7.9000000953674325,,,,,,,,,,,9.73763794352649
894,293.0,Na,9.0,La,86.5,W,4.5,,,,,,,,,,,12.427440942012877
895,293.0,Na,15.800000190734865,Ce,76.30000305175781,W,7.9000000953674325,,,,,,,,,,,12.127406843829974
896,293.0,Na,3.2999999523162837,Pr,95.0999984741211,W,1.6000000238418581,,,,,,,,,,,10.794045208416252
897,293.0,Na,9.0,Nd,86.5,W,4.5,,,,,,,,,,,11.546647424817118
898,293.0,Na,9.0,Sm,86.5,W,4.5,,,,,,,,,,,12.010936490790884
899,293.0,Na,4.800000190734863,Tb,92.8000030517578,W,2.400000095367432,,,,,,,,,,,10.667768073626007
900,293.0,Na,9.0,Dy,86.5,W,4.5,,,,,,,,,,,10.990919050177103
901,293.0,Na,9.0,Yb,86.5,W,4.5,,,,,,,,,,,13.332574880505907
902,294.0,Na,9.100000381469727,Mg,84.30000305175781,Mn,1.7999999523162842,W,4.800000190734863,,,,,,,,,12.702400891757362
903,295.0,Zn,100.0,,,,,,,,,,,,,,,9.614107045717212
904,295.0,Al,51.5,Zn,48.5,,,,,,,,,,,,,10.026600657560351
905,295.0,Si,84.19999694824219,Zn,15.800000190734865,,,,,,,,,,,,,6.238381010398994
906,295.0,Na,13.0,Al,37.599998474121094,Cl,12.899999618530273,Zn,36.5,,,,,,,,,10.958757842409796
907,295.0,Na,11.600000381469727,Si,64.80000305175781,Cl,11.5,Zn,12.100000381469727,,,,,,,,,9.546408331134158
908,295.0,Li,16.100000381469727,Al,34.900001525878906,Cl,16.100000381469727,Zn,32.900001525878906,,,,,,,,,13.582855542473117
909,295.0,Al,56.70000076293945,Cl,9.600000381469727,K,9.699999809265137,Zn,24.0,,,,,,,,,9.490272098301475
910,297.0,Ca,91.0999984741211,La,3.0,Pb,5.9000000953674325,,,,,,,,,,,10.873261459127907
911,297.0,K,6.800000190734862,Ca,87.69999694824219,Pb,5.5,,,,,,,,,,,9.691406589270555
912,297.0,Li,24.60000038146973,Ca,71.4000015258789,Pb,4.0,,,,,,,,,,,12.278491709802774
913,298.0,Y,100.0,,,,,,,,,,,,,,,9.834486774673506
914,298.0,Sr,4.800000190734863,Y,95.1999969482422,,,,,,,,,,,,,10.290911595320608
915,298.0,Na,4.800000190734863,Y,95.1999969482422,,,,,,,,,,,,,10.722579265863882
916,298.0,Na,33.299999237060554,Y,66.69999694824219,,,,,,,,,,,,,11.45943511447171
917,299.0,Na,37.5,Zr,62.5,,,,,,,,,,,,,10.668019022820141
918,299.0,Na,27.29999923706055,Cl,27.29999923706055,Zr,45.4000015258789,,,,,,,,,,,11.276969415079304
919,300.0,Nb,100.0,,,,,,,,,,,,,,,9.022740124432078
920,301.0,F,50.0,La,50.0,,,,,,,,,,,,,11.949621348061896
921,301.0,F,51.70000076293945,Ba,3.2999999523162837,La,45.0,,,,,,,,,,,14.289126192554155
922,302.0,V,9.100000381469727,Ba,90.9000015258789,,,,,,,,,,,,,11.790170146629313
923,303.0,Ca,95.0,Ba,5.0,,,,,,,,,,,,,10.566666750430253
924,303.0,Ca,90.0,Ba,10.0,,,,,,,,,,,,,11.111188899328576
925,303.0,Ba,5.300000190734863,La,94.6999969482422,,,,,,,,,,,,,12.242667700844615
926,304.0,Cu,33.299999237060554,La,66.69999694824219,,,,,,,,,,,,,10.621061937178565
927,304.0,Cu,33.299999237060554,Ba,6.699999809265138,La,60.0,,,,,,,,,,,11.401284038973102
928,304.0,Cu,50.0,Y,16.700000762939453,Ba,33.299999237060554,,,,,,,,,,,10.02641378986976
929,305.0,Sr,33.299999237060554,Zr,33.400001525878906,La,33.299999237060554,,,,,,,,,,,13.020314096358245
930,306.0,Na,40.0,Ba,20.0,La,40.0,,,,,,,,,,,13.244034578283095
931,306.0,Na,40.0,Mg,20.0,La,40.0,,,,,,,,,,,11.82152145338623
932,306.0,Na,40.0,Zn,20.0,La,40.0,,,,,,,,,,,11.189270760864577
933,307.0,Na,40.0,Ba,20.0,La,40.0,,,,,,,,,,,13.191193884876817
934,307.0,Na,40.0,Mg,20.0,La,40.0,,,,,,,,,,,11.992102241850596
935,307.0,Na,40.0,Zn,20.0,La,40.0,,,,,,,,,,,11.294155842649525
936,307.0,Li,16.700000762939453,Ba,37.5,La,45.79999923706055,,,,,,,,,,,13.527191906090259
937,307.0,Na,8.800000190734863,Ba,41.20000076293945,La,50.0,,,,,,,,,,,13.612374474014853
938,307.0,Cs,2.0999999046325684,Ba,42.900001525878906,La,55.0,,,,,,,,,,,12.613049139957669
939,308.0,Ba,1.2000000476837158,La,98.8000030517578,,,,,,,,,,,,,10.999080453517301
940,308.0,F,66.69999694824219,Ba,33.299999237060554,,,,,,,,,,,,,12.65373284311605
941,308.0,Br,66.69999694824219,Ba,33.299999237060554,,,,,,,,,,,,,10.59936450775041
942,308.0,F,6.699999809265138,Ba,3.2999999523162837,La,90.0,,,,,,,,,,,12.414552238800088
943,308.0,Br,6.699999809265138,Ba,3.2999999523162837,La,90.0,,,,,,,,,,,12.307852711319788
944,308.0,Br,7.5,La,92.5,,,,,,,,,,,,,11.351262676086844
945,309.0,Li,20.0,Fe,80.0,,,,,,,,,,,,,8.60759484879669
946,310.0,K,9.0,Ca,89.9000015258789,Ni,1.100000023841858,,,,,,,,,,,10.237414513086827
947,310.0,Li,9.0,Mg,89.9000015258789,Ni,1.100000023841858,,,,,,,,,,,11.667482871893963
948,310.0,Na,9.0,Mg,89.9000015258789,Ni,1.100000023841858,,,,,,,,,,,11.081781265626905
949,310.0,Mg,89.9000015258789,K,9.0,Ni,1.100000023841858,,,,,,,,,,,10.095662247556758
950,311.0,Si,99.3000030517578,V,0.699999988079071,,,,,,,,,,,,,4.504195056799029
951,311.0,Si,93.0999984741211,V,6.9000000953674325,,,,,,,,,,,,,5.431636987205406
952,311.0,Si,81.9000015258789,V,18.100000381469727,,,,,,,,,,,,,5.961578950163415
953,312.0,Na,4.099999904632568,Al,47.099998474121094,Zn,44.79999923706055,I,4.0,,,,,,,,,10.264725824898905
954,312.0,Na,5.699999809265138,Al,45.099998474121094,Zn,43.5,Br,5.699999809265138,,,,,,,,,11.023718740381637
955,312.0,F,11.899999618530273,Na,11.899999618530273,Al,39.20000076293945,Zn,37.0,,,,,,,,,11.693394194284238
956,312.0,Na,9.199999809265137,Al,41.79999923706055,Cl,9.199999809265137,Zn,39.79999923706055,,,,,,,,,10.048926772541593
957,313.0,Mg,90.0999984741211,La,9.899999618530273,,,,,,,,,,,,,12.143817007965712
958,313.0,Mg,90.0999984741211,Ce,9.899999618530273,,,,,,,,,,,,,10.947261489425157
959,313.0,Mg,90.0999984741211,Nd,9.899999618530273,,,,,,,,,,,,,10.327085672385994
960,313.0,Mg,90.0999984741211,Eu,9.899999618530273,,,,,,,,,,,,,10.948424203162627
961,313.0,Mg,90.0999984741211,Yb,9.899999618530273,,,,,,,,,,,,,11.402197305739842
962,314.0,Ca,50.0,Ti,50.0,,,,,,,,,,,,,10.237180590264654
963,314.0,Li,5.0,Ca,50.0,Ti,45.0,,,,,,,,,,,11.474782920915654
964,314.0,Mg,5.0,Ca,50.0,Ti,45.0,,,,,,,,,,,10.566611772011894
965,315.0,Mg,2.5999999046325684,Nd,97.4000015258789,,,,,,,,,,,,,10.07045647895528
966,315.0,Ca,2.5999999046325684,Nd,97.4000015258789,,,,,,,,,,,,,10.011971573162722
967,315.0,Sr,2.5999999046325684,Nd,97.4000015258789,,,,,,,,,,,,,10.19206815397837
968,315.0,Ba,2.5999999046325684,Nd,97.4000015258789,,,,,,,,,,,,,10.482871262341636
969,316.0,F,44.70000076293945,Ca,22.299999237060547,Y,33.0,,,,,,,,,,,12.15934788810753
970,316.0,F,44.70000076293945,Sr,22.299999237060547,Y,33.0,,,,,,,,,,,15.63760453918744
971,316.0,F,44.70000076293945,Y,33.0,Ba,22.299999237060547,,,,,,,,,,,14.60947817348141
972,317.0,Na,2.700000047683716,Si,86.5,Zr,10.800000190734863,,,,,,,,,,,14.07541736728972
973,318.0,Li,23.399999618530273,Mg,76.5999984741211,,,,,,,,,,,,,14.280741139218852
974,318.0,Bi,100.0,,,,,,,,,,,,,,,9.936717849621843
975,318.0,Y,70.0,Bi,30.0,,,,,,,,,,,,,10.56599754414801
976,319.0,Cl,50.0,La,50.0,,,,,,,,,,,,,10.903328224957479
977,319.0,C,5.0,Cl,45.0,Ba,5.0,La,45.0,,,,,,,,,14.957329640939317
978,320.0,Pr,100.0,,,,,,,,,,,,,,,8.076725171322394
979,320.0,F,57.20000076293945,Ba,28.60000038146973,Pr,14.199999809265135,,,,,,,,,,,16.583927411262607
980,320.0,Tb,100.0,,,,,,,,,,,,,,,8.36307551562477
981,320.0,F,57.20000076293945,Ba,28.60000038146973,Tb,14.199999809265135,,,,,,,,,,,16.20020889524433
982,321.0,Zn,53.79999923706055,La,46.20000076293945,,,,,,,,,,,,,11.15671496595323
983,321.0,Sr,9.100000381469727,Zr,72.69999694824219,La,18.200000762939453,,,,,,,,,,,12.53490164244293
984,321.0,K,16.700000762939453,Sr,8.300000190734862,Zr,58.29999923706055,La,16.700000762939453,,,,,,,,,13.515697136767217
985,322.0,Ni,100.0,,,,,,,,,,,,,,,8.210857697437588
986,322.0,Mn,100.0,,,,,,,,,,,,,,,8.98862848830364
987,322.0,Ni,2.5999999046325684,Nd,97.4000015258789,,,,,,,,,,,,,9.198824365216652
988,322.0,Mn,4.199999809265137,Nd,95.8000030517578,,,,,,,,,,,,,9.587605536010507
989,322.0,Zr,2.5999999046325684,Nd,97.4000015258789,,,,,,,,,,,,,9.605603944030845
990,323.0,Si,95.0,Ba,5.0,,,,,,,,,,,,,5.927689074944484
991,323.0,Si,95.0,Cs,5.0,,,,,,,,,,,,,5.305867094862886
992,323.0,Si,95.0,Co,5.0,,,,,,,,,,,,,5.2758182946561885
993,324.0,Zr,100.0,,,,,,,,,,,,,,,8.156415791066209
994,324.0,S,6.0,Zr,94.0,,,,,,,,,,,,,7.901141945979032
995,324.0,Li,5.0,Zr,95.0,,,,,,,,,,,,,9.97303030521202
996,324.0,Li,5.0,S,6.0,Zr,89.0,,,,,,,,,,,14.436107703432997
997,325.0,Y,25.0,Bi,75.0,,,,,,,,,,,,,10.701013591887074
998,326.0,Sr,9.100000381469727,La,90.9000015258789,,,,,,,,,,,,,13.508600945132496
999,326.0,Al,84.0,Si,9.399999618530273,Sr,1.0,La,5.599999904632568,,,,,,,,,14.089221061974632
1000,326.0,Li,5.0,Mg,95.0,,,,,,,,,,,,,13.499529326874153
1001,327.0,F,22.200000762939453,Sr,11.100000381469727,Pr,66.69999694824219,,,,,,,,,,,14.374457604737065
1002,327.0,F,40.0,Sr,20.0,Pr,40.0,,,,,,,,,,,15.17902104736018
1003,327.0,F,54.599998474121094,Sr,27.29999923706055,Pr,18.100000381469727,,,,,,,,,,,14.786157246587349
1004,328.0,Sr,50.0,Ce,47.5,Yb,2.5,,,,,,,,,,,12.325720370626405
1005,328.0,Ba,50.0,La,3.5,Ce,46.5,,,,,,,,,,,11.658997422187543
1006,328.0,Li,24.0,Sr,38.0,Ce,36.099998474121094,Yb,1.8999999761581419,,,,,,,,,12.665927599453441
1007,328.0,Li,24.0,Ba,38.0,La,2.700000047683716,Ce,35.29999923706055,,,,,,,,,12.23146084960605
1008,329.0,Mg,93.5,Ca,4.699999809265137,La,1.7999999523162842,,,,,,,,,,,11.29689348991049
1009,329.0,Mg,83.4000015258789,Ca,8.300000190734862,La,8.300000190734862,,,,,,,,,,,12.736031889158898
1010,329.0,Mg,96.1999969482422,Ca,1.8999999761581419,La,1.8999999761581419,,,,,,,,,,,11.320318768532728
1011,329.0,Mg,89.30000305175781,Ca,1.7999999523162842,La,8.899999618530273,,,,,,,,,,,12.879796120628606
1012,329.0,Mg,94.4000015258789,Ba,4.699999809265137,La,0.8999999761581421,,,,,,,,,,,11.840903763406606
1013,329.0,Mg,89.30000305175781,Ba,1.7999999523162842,La,8.899999618530273,,,,,,,,,,,12.89368876030185
1014,329.0,Mg,96.1999969482422,Ba,1.8999999761581419,La,1.8999999761581419,,,,,,,,,,,11.755564893881337
1015,329.0,Mg,83.4000015258789,Ba,8.300000190734862,La,8.300000190734862,,,,,,,,,,,13.604334896156862
1016,330.0,Li,9.100000381469727,Mg,90.9000015258789,,,,,,,,,,,,,12.624976053393944
1017,330.0,Na,9.100000381469727,Mg,90.9000015258789,,,,,,,,,,,,,10.759120749975223
1018,330.0,Mg,90.9000015258789,K,9.100000381469727,,,,,,,,,,,,,9.475213195730115
1019,330.0,Mg,90.9000015258789,Rb,9.100000381469727,,,,,,,,,,,,,9.31710402828257
1020,330.0,Mg,90.9000015258789,Cs,9.100000381469727,,,,,,,,,,,,,9.331313899885588
1021,331.0,W,17.600000381469727,Bi,82.4000015258789,,,,,,,,,,,,,10.182382780419863
1022,332.0,Na,20.0,Mg,80.0,,,,,,,,,,,,,11.84691720065132
1023,333.0,Mg,30.0,Ba,70.0,,,,,,,,,,,,,10.863799794447491
1024,334.0,Gd,100.0,,,,,,,,,,,,,,,8.952671846305595
1025,335.0,Ba,17.600000381469727,Gd,82.4000015258789,,,,,,,,,,,,,11.806415372394959
1026,335.0,F,20.0,Ba,10.0,Gd,70.0,,,,,,,,,,,13.862717273129846
1027,335.0,Cl,20.0,Ba,10.0,Gd,70.0,,,,,,,,,,,12.412031214055245
1028,335.0,Br,20.0,Ba,10.0,Gd,70.0,,,,,,,,,,,11.260117745184253
1029,336.0,Ca,91.0,La,9.0,,,,,,,,,,,,,11.905713760073105
1030,336.0,Ca,74.0,Sr,16.0,La,10.0,,,,,,,,,,,13.006551214982586
1031,338.0,Li,65.90000152587889,S,17.0,Zr,17.100000381469727,,,,,,,,,,,12.922864731750446
1032,339.0,Al,69.40000152587889,Si,10.399999618530273,Sr,12.0,La,8.199999809265138,,,,,,,,,12.918648098063462
1033,340.0,F,66.69999694824219,Sr,33.299999237060554,,,,,,,,,,,,,13.01027452016987
1034,340.0,Sr,50.0,Nd,50.0,,,,,,,,,,,,,11.365788378159632
1035,340.0,F,33.299999237060554,Sr,16.700000762939453,Nd,50.0,,,,,,,,,,,15.527184275638735
1036,341.0,Sr,9.100000381469727,La,90.9000015258789,,,,,,,,,,,,,13.110031282416458
1037,341.0,Sr,9.100000381469727,Sm,90.9000015258789,,,,,,,,,,,,,11.744477684942478
1038,341.0,Sr,9.100000381469727,Eu,90.9000015258789,,,,,,,,,,,,,11.121824835930957
1039,341.0,Sr,9.100000381469727,Yb,90.9000015258789,,,,,,,,,,,,,13.786234288639479
1040,341.0,Sr,9.100000381469727,Ce,90.9000015258789,,,,,,,,,,,,,9.606680205551626
1041,341.0,Sr,9.100000381469727,Pr,90.9000015258789,,,,,,,,,,,,,9.77566038591548
1042,341.0,Sr,9.100000381469727,Nd,90.9000015258789,,,,,,,,,,,,,11.023234875058073
1043,341.0,Sr,9.100000381469727,Gd,90.9000015258789,,,,,,,,,,,,,10.97531379709194
1044,341.0,Sr,9.100000381469727,Dy,90.9000015258789,,,,,,,,,,,,,8.243923789155183
1045,341.0,Sr,9.100000381469727,Er,90.9000015258789,,,,,,,,,,,,,10.93793500757854
1046,342.0,F,6.699999809265138,Y,90.0,Ba,3.2999999523162837,,,,,,,,,,,12.218386608326814
1047,342.0,F,20.0,Y,70.0,Ba,10.0,,,,,,,,,,,14.27698485980862
1048,342.0,F,33.299999237060554,Y,50.0,Ba,16.700000762939453,,,,,,,,,,,14.640473196603635
1049,342.0,F,46.70000076293945,Y,30.0,Ba,23.29999923706055,,,,,,,,,,,14.981274028024359
1050,342.0,F,63.29999923706055,Y,5.0,Ba,31.70000076293945,,,,,,,,,,,16.062405360788105
1051,343.0,Nd,100.0,,,,,,,,,,,,,,,8.600887009124799
1052,343.0,Ba,30.0,Nd,70.0,,,,,,,,,,,,,11.604117093381392
1053,343.0,F,20.0,Ba,10.0,Nd,70.0,,,,,,,,,,,14.06177730462492
1054,343.0,Cl,20.0,Ba,10.0,Nd,70.0,,,,,,,,,,,12.458335768210837
1055,343.0,Br,20.0,Ba,10.0,Nd,70.0,,,,,,,,,,,11.24956318845821
1056,344.0,Na,2.0999999046325684,Si,94.8000030517578,Mn,2.0999999046325684,W,1.0,,,,,,,,,13.952411405881769
1057,344.0,Si,96.6999969482422,Mn,2.200000047683716,W,1.100000023841858,,,,,,,,,,,9.034707855033309
1058,344.0,Si,98.0,Mn,2.0,,,,,,,,,,,,,5.598938733756229
1059,344.0,Si,98.9000015258789,W,1.100000023841858,,,,,,,,,,,,,7.200442335863679
1060,346.0,Na,1.399999976158142,Mg,96.4000015258789,Mn,1.5,W,0.699999988079071,,,,,,,,,9.178226627143793
1061,349.0,F,13.300000190734865,Sr,6.699999809265138,La,80.0,,,,,,,,,,,13.747717940584222
1062,349.0,F,13.300000190734865,Sr,6.699999809265138,Nd,80.0,,,,,,,,,,,14.325137363488171
1063,349.0,F,13.300000190734865,Sr,6.699999809265138,Sm,80.0,,,,,,,,,,,14.781374025159996
1064,349.0,F,13.300000190734865,Sr,6.699999809265138,Eu,80.0,,,,,,,,,,,14.151679659788117
1065,349.0,F,13.300000190734865,Sr,6.699999809265138,Gd,80.0,,,,,,,,,,,14.14322979191204
1066,349.0,Dy,100.0,,,,,,,,,,,,,,,8.973659407724687
1067,349.0,F,13.300000190734865,Sr,6.699999809265138,Dy,80.0,,,,,,,,,,,13.237549323130235
1068,349.0,Ho,100.0,,,,,,,,,,,,,,,9.154173100399136
1069,349.0,F,13.300000190734865,Sr,6.699999809265138,Ho,80.0,,,,,,,,,,,13.630530064057584
1070,349.0,Er,100.0,,,,,,,,,,,,,,,9.220051973510794
1071,349.0,F,13.300000190734865,Sr,6.699999809265138,Er,80.0,,,,,,,,,,,13.495754723162861
1072,349.0,Tm,100.0,,,,,,,,,,,,,,,8.96613433056342
1073,349.0,F,13.300000190734865,Sr,6.699999809265138,Tm,80.0,,,,,,,,,,,13.335481628753868
1074,349.0,F,13.300000190734865,Sr,6.699999809265138,Yb,80.0,,,,,,,,,,,16.010590710293226
1075,350.0,Al,71.19999694824219,Si,11.5,La,17.299999237060547,,,,,,,,,,,11.577221536645485
1076,350.0,Al,10.0,Si,61.70000076293945,Sr,11.0,La,17.299999237060547,,,,,,,,,13.208310891310202
1077,350.0,Al,11.5,Si,71.19999694824219,Nd,17.299999237060547,,,,,,,,,,,8.743223356967698
1078,350.0,Al,10.0,Si,61.70000076293945,Sr,11.0,Nd,17.299999237060547,,,,,,,,,10.877840166639391
1079,350.0,Al,12.399999618530273,Si,76.5999984741211,Sr,11.0,,,,,,,,,,,5.810087397585984
1080,351.0,P,46.099998474121094,Sr,23.10000038146973,Zr,30.79999923706055,,,,,,,,,,,10.91876908768909
1081,352.0,P,37.5,Ca,59.4000015258789,Pb,3.0999999046325684,,,,,,,,,,,10.34880472047938
1082,352.0,P,37.5,Ca,62.5,,,,,,,,,,,,,9.282194364504265
1083,352.0,P,37.5,Ca,60.9000015258789,Pb,1.6000000238418581,,,,,,,,,,,10.706056172774144
1084,352.0,P,37.400001525878906,Ca,56.29999923706055,Pb,6.300000190734862,,,,,,,,,,,11.292471111336894
1085,352.0,P,37.5,Ca,53.099998474121094,Pb,9.399999618530273,,,,,,,,,,,10.908328488434401
1086,352.0,P,37.5,Ca,50.0,Pb,12.5,,,,,,,,,,,10.87284610293326
1087,352.0,P,37.400001525878906,Ca,43.79999923706055,Pb,18.799999237060547,,,,,,,,,,,10.51013723013416
1088,353.0,Li,0.699999988079071,Mg,99.3000030517578,,,,,,,,,,,,,9.13060805629403
1089,353.0,Na,3.0,Mg,97.0,,,,,,,,,,,,,8.870423184849209
1090,353.0,Mg,96.0,K,4.0,,,,,,,,,,,,,8.696933763318563
1091,353.0,Na,2.0,Si,98.0,,,,,,,,,,,,,7.2075354459434475
1092,353.0,Li,0.6000000238418579,Si,99.4000015258789,,,,,,,,,,,,,5.368188670031185
1093,353.0,Li,3.0,Al,97.0,,,,,,,,,,,,,4.451044819635867
1094,354.0,Li,25.0,Sb,25.0,Te,50.0,,,,,,,,,,,11.02662533593815
1095,355.0,Li,1.7999999523162842,Si,98.1999969482422,,,,,,,,,,,,,5.443096068381451
1096,355.0,Si,98.1999969482422,K,1.7999999523162842,,,,,,,,,,,,,5.39614106887945
1097,355.0,Si,98.1999969482422,Rb,1.7999999523162842,,,,,,,,,,,,,5.219925194602526
1098,355.0,Si,98.1999969482422,Cs,1.7999999523162842,,,,,,,,,,,,,5.273640218418392
1099,355.0,Mg,1.7999999523162842,Si,98.1999969482422,,,,,,,,,,,,,5.591045317462753
1100,355.0,Si,98.1999969482422,Ca,1.7999999523162842,,,,,,,,,,,,,5.524207518836585
1101,355.0,Na,1.2000000476837158,Si,98.1999969482422,W,0.6000000238418579,,,,,,,,,,,8.796903386991639
1102,355.0,Si,98.1999969482422,K,1.2000000476837158,W,0.6000000238418579,,,,,,,,,,,8.547572324972654
1103,355.0,Si,98.1999969482422,Rb,1.2000000476837158,W,0.6000000238418579,,,,,,,,,,,9.646807171260303
1104,355.0,Si,98.1999969482422,Cs,1.2000000476837158,W,0.6000000238418579,,,,,,,,,,,8.207464512407102
1105,355.0,Li,1.2000000476837158,Si,98.1999969482422,W,0.6000000238418579,,,,,,,,,,,7.192513306482787
1106,355.0,Si,98.1999969482422,Ca,0.8999999761581421,W,0.8999999761581421,,,,,,,,,,,7.033787960448477
1107,355.0,Mg,0.8999999761581421,Si,98.1999969482422,W,0.8999999761581421,,,,,,,,,,,7.1054647519598815
1108,356.0,Na,21.899999618530273,Ca,78.0999984741211,,,,,,,,,,,,,10.664412692733356
1109,356.0,Na,15.699999809265135,Ca,56.20000076293945,Ce,28.10000038146973,,,,,,,,,,,10.751257876072389
1110,357.0,Ni,10.0,La,90.0,,,,,,,,,,,,,11.039051538102635
1111,357.0,Ni,5.300000190734863,Sm,94.6999969482422,,,,,,,,,,,,,9.232497456535993
1112,357.0,Ni,10.0,Ce,90.0,,,,,,,,,,,,,8.111360308789752
1113,358.0,Mg,90.9000015258789,La,9.100000381469727,,,,,,,,,,,,,12.427878598110324
1114,359.0,Li,12.899999618530273,Mg,87.0999984741211,,,,,,,,,,,,,13.897461804309138
1115,360.0,Li,9.100000381469727,Mg,90.9000015258789,,,,,,,,,,,,,13.660386528033245
1116,361.0,P,28.10000038146973,Cl,9.300000190734863,Ca,62.599998474121094,,,,,,,,,,,9.719730887995219
1117,361.0,P,3.400000095367432,Cl,56.0,Ca,40.599998474121094,,,,,,,,,,,12.070514257256614
1118,361.0,P,3.0,Cl,56.0,Ca,40.0,Pb,1.0,,,,,,,,,12.349235057993521
1119,361.0,P,3.2000000476837163,Cl,56.0,Ca,40.0,Ni,0.8000000119209291,,,,,,,,,12.049137793041744
1120,361.0,P,17.799999237060547,Cl,45.9000015258789,Ca,35.599998474121094,Zn,0.699999988079071,,,,,,,,,11.5844688373057
1121,362.0,Si,95.0,K,3.7999999523162837,W,1.2000000476837158,,,,,,,,,,,9.214758955783271
1122,362.0,K,3.7999999523162837,Ti,95.0,W,1.2000000476837158,,,,,,,,,,,10.29209603400647
1123,362.0,Al,95.0,K,3.7999999523162837,W,1.2000000476837158,,,,,,,,,,,4.178565684934745
1124,362.0,Mg,95.0,K,3.7999999523162837,W,1.2000000476837158,,,,,,,,,,,8.767524581879826
1125,363.0,Y,15.0,Sm,10.0,Bi,75.0,,,,,,,,,,,10.480184461370053
1126,364.0,Ni,2.5999999046325684,Sr,0.8000000119209291,La,96.5999984741211,,,,,,,,,,,11.221666772411421
1127,365.0,Si,96.0,Mn,4.0,,,,,,,,,,,,,7.836399797729453
1128,365.0,Na,9.100000381469727,Si,82.80000305175781,V,3.5999999046325684,W,4.5,,,,,,,,,11.273770677082755
1129,365.0,Na,9.100000381469727,Si,82.80000305175781,Cr,3.5999999046325684,W,4.5,,,,,,,,,11.258330227209086
1130,365.0,Na,9.100000381469727,Si,82.80000305175781,Mn,3.5999999046325684,W,4.5,,,,,,,,,14.587198588979785
1131,365.0,Na,9.100000381469727,Si,82.80000305175781,Fe,3.5999999046325684,W,4.5,,,,,,,,,11.759701405592445
1132,365.0,Na,9.100000381469727,Si,82.80000305175781,Co,3.5999999046325684,W,4.5,,,,,,,,,12.660651877601484
1133,365.0,Na,9.100000381469727,Si,82.80000305175781,Zn,3.5999999046325684,W,4.5,,,,,,,,,12.749764903244273
1134,366.0,Li,16.700000762939453,Mg,83.30000305175781,,,,,,,,,,,,,14.710620196555556
